order,species,n
Rodentia,Eupetaurus nivamons,6
Rodentia,Eupetaurus tibetensis,4
Rodentia,Euphilus ambrosettianus,2
Rodentia,Euryoryzomys emmonsae,37
Rodentia,Euryoryzomys lamia,6
Rodentia,Euryoryzomys legatus,114
Rodentia,Euryoryzomys macconnelli,546
Rodentia,Euryoryzomys nitidus,651
Rodentia,Euryoryzomys russatus,459
Rodentia,Euryzygomatomys spinosus,42
Rodentia,Eutamias canipes,22
Rodentia,Exilisciurus concinnus,41
Rodentia,Exilisciurus exilis,109
Rodentia,Exilisciurus whiteheadi,48
Rodentia,Felovia vae,59
Rodentia,Floresomys guanajuatoensis,1
Rodentia,Fukomys damarensis,22
Rodentia,Fukomys hanangensis,26
Rodentia,Fukomys livingstoni,6
Rodentia,Fukomys mechowii,5
Rodentia,Funambulus layardi,13
Rodentia,Funambulus palmarum,202
Rodentia,Funambulus pennantii,302
Rodentia,Funambulus sublineatus,15
Rodentia,Funambulus tristriatus,28
Rodentia,Funisciurus anerythrus,599
Rodentia,Funisciurus bayonii,11
Rodentia,Funisciurus carruthersi,202
Rodentia,Funisciurus congicus,411
Rodentia,Funisciurus isabella,133
Rodentia,Funisciurus lemniscatus,231
Rodentia,Funisciurus leucogenys,81
Rodentia,Funisciurus pyrropus,631
Rodentia,Funisciurus substriatus,25
Rodentia,Galea comes,18
Rodentia,Galea flavidens,2
Rodentia,Galea musteloides,896
Rodentia,Galea spixii,119
Rodentia,Galenomys garleppi,14
Rodentia,Geocapromys brownii,62
Rodentia,Geocapromys columbianus,4
Rodentia,Geocapromys ingrahami,114
Rodentia,Geocapromys thoracatus,23
Rodentia,Geomys arenarius,728
Rodentia,Geomys attwateri,1024
Rodentia,Geomys breviceps,2739
Rodentia,Geomys bursarius,8528
Rodentia,Geomys jugossicularis,199
Rodentia,Geomys knoxjonesi,320
Rodentia,Geomys lutescens,2250
Rodentia,Geomys minor,9
Rodentia,Geomys personatus,1470
Rodentia,Geomys pinetis,2835
Rodentia,Geomys texensis,437
Rodentia,Geomys tropicalis,138
Rodentia,Georychus capensis,270
Rodentia,Geoxus lafkenche,2
Rodentia,Geoxus valdivianus,376
Rodentia,Gerbilliscus afra,502
Rodentia,Gerbilliscus boehmi,227
Rodentia,Gerbilliscus brantsii,1347
Rodentia,Gerbilliscus gambiana,3
Rodentia,Gerbilliscus guineae,767
Rodentia,Gerbilliscus inclusus,108
Rodentia,Gerbilliscus kempii,1873
Rodentia,Gerbilliscus leucogaster,5424
Rodentia,Gerbilliscus nigricaudus,281
Rodentia,Gerbilliscus phillipsi,43
Rodentia,Gerbilliscus robustus,1301
Rodentia,Gerbilliscus validus,2086
Rodentia,Gerbillurus paeba,3399
Rodentia,Gerbillurus setzeri,117
Rodentia,Gerbillurus tytonis,130
Rodentia,Gerbillurus vallinus,208
Rodentia,Gerbillus acticola,14
Rodentia,Gerbillus agag,70
Rodentia,Gerbillus amoenus,95
Rodentia,Gerbillus andersoni,292
Rodentia,Gerbillus aquilus,106
Rodentia,Gerbillus brockmani,4
Rodentia,Gerbillus cheesmani,167
Rodentia,Gerbillus dunni,12
Rodentia,Gerbillus famulus,136
Rodentia,Gerbillus floweri,12
Rodentia,Gerbillus garamantis,109
Rodentia,Gerbillus gerbillus,2123
Rodentia,Gerbillus gleadowi,106
Rodentia,Gerbillus henleyi,149
Rodentia,Gerbillus hesperinus,108
Rodentia,Gerbillus hoogstraali,20
Rodentia,Gerbillus latastei,386
Rodentia,Gerbillus mauritaniae,10
Rodentia,Gerbillus mesopotamiae,75
Rodentia,Gerbillus muriculus,4
Rodentia,Gerbillus nancillus,13
Rodentia,Gerbillus nanus,1473
Rodentia,Gerbillus nigeriae,391
Rodentia,Gerbillus occiduus,39
Rodentia,Gerbillus perpallidus,113
Rodentia,Gerbillus poecilops,44
Rodentia,Gerbillus principulus,1
Rodentia,Gerbillus pulvinatus,9
Rodentia,Gerbillus pusillus,95
Rodentia,Gerbillus pyramidum,1508
Rodentia,Gerbillus rosalinda,5
Rodentia,Gerbillus syrticus,10
Rodentia,Gerbillus tarabuli,907
Rodentia,Gerbillus vivax,92
Rodentia,Gerbillus watersi,64
Rodentia,Glaucomys sabrinus,5311
Rodentia,Glaucomys volans,3861
Rodentia,Glirulus japonicus,172
Rodentia,Glis glis,1711
Rodentia,Glyphotes simus,11
Rodentia,Golunda ellioti,273
Rodentia,Grammomys aridulus,1
Rodentia,Grammomys brevirostris,1
Rodentia,Grammomys buntingi,36
Rodentia,Grammomys caniceps,12
Rodentia,Grammomys cometes,44
Rodentia,Grammomys dolichurus,1926
Rodentia,Grammomys dryas,97
Rodentia,Grammomys gigas,1
Rodentia,Grammomys ibeanus,179
Rodentia,Grammomys kuru,121
Rodentia,Grammomys macmillani,267
Rodentia,Grammomys minnae,1
Rodentia,Grammomys poensis,1108
Rodentia,Grammomys selousi,1
Rodentia,Graomys centralis,18
Rodentia,Graomys chacoensis,17
Rodentia,Graomys domorum,200
Rodentia,Graomys edithae,9
Rodentia,Graomys griseoflavus,3005
Rodentia,Graphiurus angolensis,9
Rodentia,Graphiurus christyi,151
Rodentia,Graphiurus crassicaudatus,50
Rodentia,Graphiurus johnstoni,3
Rodentia,Graphiurus kelleni,117
Rodentia,Graphiurus lorraineus,306
Rodentia,Graphiurus microtis,243
Rodentia,Graphiurus monardi,5
Rodentia,Graphiurus murinus,1502
Rodentia,Graphiurus nagtglasii,272
Rodentia,Graphiurus ocularis,55
Rodentia,Graphiurus platyops,123
Rodentia,Graphiurus rupicola,8
Rodentia,Graphiurus surdus,9
Rodentia,Guanajuatomys hibbardi,1
Rodentia,Gymnoptychus minutus,1
Rodentia,Gymnuromys roberti,81
Rodentia,Habromys chinanteco,10
Rodentia,Habromys delicatulus,1
Rodentia,Habromys ixtlani,197
Rodentia,Habromys lepturus,400
Rodentia,Habromys lophurus,222
Rodentia,Habromys schmidlyi,9
Rodentia,Habromys simulatus,63
Rodentia,Hadromys humei,32
Rodentia,Haeromys minahassae,21
Rodentia,Haeromys pusillus,10
Rodentia,Halmaheramys bokimekot,7
Rodentia,Handleyomys fuscatus,27
Rodentia,Handleyomys intectus,29
Rodentia,Hansdebruijnia erksinae,1
Rodentia,Hapalomys delacouri,13
Rodentia,Hapalomys longicaudatus,116
Rodentia,Hasegawanema yuroense,1
Rodentia,Heimyscus fumosus,376
Rodentia,Helgenema keablei,1
Rodentia,Heliophobius argenteocinereus,777
Rodentia,Heliosciurus gambianus,1187
Rodentia,Heliosciurus mutabilis,100
Rodentia,Heliosciurus punctatus,125
Rodentia,Heliosciurus rufobrachium,1422
Rodentia,Heliosciurus ruwenzorii,248
Rodentia,Heliosciurus undulatus,43
Rodentia,Hesperomys fulvescens,261
Rodentia,Heterocephalus glaber,561
Rodentia,Heterocricetodon gaimersheimensis,1
Rodentia,Heteromys anomalus,1089
Rodentia,Heteromys australis,346
Rodentia,Heteromys catopterius,110
Rodentia,Heteromys desmarestianus,3882
Rodentia,Heteromys gaumeri,1929
Rodentia,Heteromys goldmani,231
Rodentia,Heteromys nelsoni,122
Rodentia,Heteromys nubicolens,98
Rodentia,Heteromys oasicus,6
Rodentia,Heteromys oresterus,56
Rodentia,Heteromys teleus,8
Rodentia,Heteroxerus grivensis,2
Rodentia,Hodomys alleni,425
Rodentia,Holochilus brasiliensis,775
Rodentia,Holochilus chacarius,850
Rodentia,Holochilus sciureus,586
Rodentia,Holochilus vulpinus,33
Rodentia,Hoplomys gymnurus,511
Rodentia,Hybomys badius,12
Rodentia,Hybomys basilii,16
Rodentia,Hybomys lunaris,60
Rodentia,Hybomys planifrons,169
Rodentia,Hybomys trivirgatus,517
Rodentia,Hybomys univittatus,7694
Rodentia,Hydrochoeris hydrochaeris,120
Rodentia,Hydrochoerus hydrochaeris,954
Rodentia,Hydrochoerus isthmius,60
Rodentia,Hydromys chrysogaster,3229
Rodentia,Hydromys hussoni,103
Rodentia,Hydromys neobritannicus,3
Rodentia,Hydromys ziegleri,1
Rodentia,Hylaeamys acritus,60
Rodentia,Hylaeamys laticeps,91
Rodentia,Hylaeamys megacephalus,4464
Rodentia,Hylaeamys oniscus,4
Rodentia,Hylaeamys perenensis,971
Rodentia,Hylaeamys tatei,3
Rodentia,Hylaeamys yunganus,819
Rodentia,Hylomyscus aeta,507
Rodentia,Hylomyscus alleni,1860
Rodentia,Hylomyscus anselli,28
Rodentia,Hylomyscus arcimontensis,133
Rodentia,Hylomyscus baeri,28
Rodentia,Hylomyscus carillus,63
Rodentia,Hylomyscus denniae,599
Rodentia,Hylomyscus grandis,21
Rodentia,Hylomyscus heinrichorum,13
Rodentia,Hylomyscus kaimosae,29
Rodentia,Hylomyscus kerbispeterhansi,26
Rodentia,Hylomyscus mpungamachagorum,3
Rodentia,Hylomyscus pamfi,135
Rodentia,Hylomyscus parvus,436
Rodentia,Hylomyscus pygmaeus,1
Rodentia,Hylomyscus simus,441
Rodentia,Hylomyscus stanleyi,17
Rodentia,Hylomyscus stella,3026
Rodentia,Hylomyscus thornesmithae,5
Rodentia,Hylomyscus vulcanorum,128
Rodentia,Hylomyscus walterverheyeni,1602
Rodentia,Hylopetes alboniger,80
Rodentia,Hylopetes bartelsi,4
Rodentia,Hylopetes nigripes,60
Rodentia,Hylopetes phayrei,164
Rodentia,Hylopetes platyurus,22
Rodentia,Hylopetes sagitta,158
Rodentia,Hylopetes sipora,1
Rodentia,Hylopetes spadiceus,169
Rodentia,Hylopetes winstoni,2
Rodentia,Hyomys dammermani,12
Rodentia,Hyomys goliath,72
Rodentia,Hyorhinomys stuempkei,5
Rodentia,Hyosciurus heinrichi,20
Rodentia,Hyosciurus ileile,41
Rodentia,Hyperacrius fertilis,644
Rodentia,Hyperacrius wynnei,136
Rodentia,Hypnomys morpheus,1
Rodentia,Hypogeomys antimena,17
Rodentia,Hystrix africaeaustralis,166
Rodentia,Hystrix brachyura,88
Rodentia,Hystrix crassispinis,13
Rodentia,Hystrix cristata,378
Rodentia,Hystrix indica,216
Rodentia,Hystrix javanica,44
Rodentia,Hystrix pumila,23
Rodentia,Hystrix sumatrae,16
Rodentia,Ichthyomys hydrobates,52
Rodentia,Ichthyomys pittieri,5
Rodentia,Ichthyomys stolzmanni,11
Rodentia,Ichthyomys tweedii,22
Rodentia,Ictidomys mexicanus,1024
Rodentia,Ictidomys parvidens,1364
Rodentia,Ictidomys tridecemlineatus,6989
Rodentia,Idiurus macrotis,105
Rodentia,Idiurus zenkeri,71
Rodentia,Iomys horsfieldii,37
Rodentia,Iomys sipora,2
Rodentia,Irenomys tarsalis,165
Rodentia,Ischyromys typus,3
Rodentia,Isolobodon portoricensis,16
Rodentia,Isothrix barbarabrownae,2
Rodentia,Isothrix bistriata,174
Rodentia,Isothrix negrensis,4
Rodentia,Isothrix pagurus,25
Rodentia,Isothrix sinnamariensis,18
Rodentia,Issiodoromys pauffiensis,1
Rodentia,Isthmomys flavidus,44
Rodentia,Isthmomys pirrensis,259
Rodentia,Jacobsomys verdensis,1
Rodentia,Jaculus blanfordi,128
Rodentia,Jaculus jaculus,1653
Rodentia,Jaculus orientalis,519
Rodentia,Jaculus thaleri,3
Rodentia,Jaywilsonomys ojinagaensis,2
Rodentia,Jaywilsonomys pintoensis,8
Rodentia,Juliomys ossitenuis,19
Rodentia,Juliomys pictipes,68
Rodentia,Juliomys ximenezi,2
Rodentia,Juscelinomys huanchacae,35
Rodentia,Kadarsanomys sodyi,18
Rodentia,Kannabateomys amblyonyx,67
Rodentia,Kerodon acrobata,1
Rodentia,Kerodon rupestris,67
Rodentia,Komodomys rintjanus,4
Rodentia,Kowalskia polonica,1
Rodentia,Kunsia fronto,2
Rodentia,Kunsia tomentosus,28
Rodentia,Lagidium peruanum,433
Rodentia,Lagidium viscacia,303
Rodentia,Lagidium wolffsohni,2
Rodentia,Lagostomus crassus,1
Rodentia,Lagostomus maximus,1082
Rodentia,Lagurus lagurus,661
Rodentia,Lagurus pannonicus,1
Rodentia,Lamottemys okuensis,57
Rodentia,Laonastes aenigmamus,178
Rodentia,Lariscus hosei,9
Rodentia,Lariscus insignis,416
Rodentia,Lariscus niobe,2
Rodentia,Lariscus obscurus,32
Rodentia,Lasiopodomys brandtii,237
Rodentia,Lasiopodomys mandarinus,58
Rodentia,Leggadina forresti,952
Rodentia,Leggadina lakedownensis,215
Rodentia,Lemmiscus curtatus,10600
Rodentia,Lemmus amurensis,17
Rodentia,Lemmus lemmus,14202
Rodentia,Lemmus sibiricus,3333
Rodentia,Lemmus trimucronatus,7099
Rodentia,Lemniscomys barbarus,521
Rodentia,Lemniscomys bellieri,281
Rodentia,Lemniscomys griselda,357
Rodentia,Lemniscomys hoogstraali,1
Rodentia,Lemniscomys linulus,172
Rodentia,Lemniscomys macculus,170
Rodentia,Lemniscomys mittendorfi,2
Rodentia,Lemniscomys rosalia,1161
Rodentia,Lemniscomys roseveari,3
Rodentia,Lemniscomys striatus,7482
Rodentia,Lemniscomys zebra,622
Rodentia,Lenomys meyeri,38
Rodentia,Lenothrix canus,137
Rodentia,Lenoxus apicalis,69
Rodentia,Leopoldamys ciliatus,1
Rodentia,Leopoldamys edwardsi,288
Rodentia,Leopoldamys neilli,67
Rodentia,Leopoldamys revertens,2
Rodentia,Leopoldamys sabanus,989
Rodentia,Leopoldamys siporanus,32
Rodentia,Leporillus apicalis,60
Rodentia,Leporillus conditor,890
Rodentia,Leptomys arfakensis,1
Rodentia,Leptomys elegans,15
Rodentia,Leptomys ernstmayri,36
Rodentia,Leptomys paulus,13
Rodentia,Leptomys signatus,8
Rodentia,Limnomys bryophilus,7
Rodentia,Limnomys sibuanus,12
Rodentia,Liomys adspersus,1367
Rodentia,Liomys irroratus,8774
Rodentia,Liomys pictus,11232
Rodentia,Liomys salvini,2169
Rodentia,Liomys spectabilis,68
Rodentia,Loncheres paleacea,3
Rodentia,Loncheres punctatus,1
Rodentia,Lonchothrix emiliae,79
Rodentia,Lophiomys imhausi,61
Rodentia,Lophuromys angolensis,36
Rodentia,Lophuromys ansorgei,454
Rodentia,Lophuromys aquilus,4659
Rodentia,Lophuromys brevicaudus,31
Rodentia,Lophuromys brunneus,10
Rodentia,Lophuromys chercherensis,1
Rodentia,Lophuromys chrysopus,17
Rodentia,Lophuromys dieterleni,7
Rodentia,Lophuromys dudui,1019
Rodentia,Lophuromys eisentrauti,3
Rodentia,Lophuromys flavopunctatus,2292
Rodentia,Lophuromys huttereri,11
Rodentia,Lophuromys kilonzoi,250
Rodentia,Lophuromys luteogaster,26
Rodentia,Lophuromys machangui,153
Rodentia,Lophuromys makundii,24
Rodentia,Lophuromys medicaudatus,11
Rodentia,Lophuromys melanonyx,35
Rodentia,Lophuromys menageshae,11
Rodentia,Lophuromys nudicaudus,169
Rodentia,Lophuromys rahmi,28
Rodentia,Lophuromys roseveari,13
Rodentia,Lophuromys sabunii,47
Rodentia,Lophuromys sikapusi,3210
Rodentia,Lophuromys simensis,30
Rodentia,Lophuromys stanleyi,38
Rodentia,Lophuromys verhageni,41
Rodentia,Lophuromys woosnami,669
Rodentia,Lophuromys zena,401
Rodentia,Lorentzimys nouhuysi,140
Rodentia,Loxodontomys micropus,1354
Rodentia,Loxodontomys pikumche,3
Rodentia,Lundomys molitor,20
Rodentia,Macrotarsomys bastardi,149
Rodentia,Macrotarsomys ingens,5
Rodentia,Macruromys elegans,2
Rodentia,Macruromys major,11
Rodentia,Madromys blanfordi,38
Rodentia,Makalata didelphoides,405
Rodentia,Makalata grandis,153
Rodentia,Makalata macrura,49
Rodentia,Makalata occasius,116
Rodentia,Makalata rhipidura,31
Rodentia,Malacomys cansdalei,112
Rodentia,Malacomys edwardsi,1129
Rodentia,Malacomys longipes,1998
Rodentia,Malacothrix typica,336
Rodentia,Mallomys aroaensis,8
Rodentia,Mallomys gunung,2
Rodentia,Mallomys istapantap,25
Rodentia,Mallomys rothschildi,200
Rodentia,Malpaisomys insularis,6
Rodentia,Mammelomys lanosus,84
Rodentia,Mammelomys rattoides,56
Rodentia,Maquiamys praecursor,1
Rodentia,Marfilomys aewoodi,1
Rodentia,Margaretamys beccarii,35
Rodentia,Margaretamys christinae,1
Rodentia,Margaretamys elegans,25
Rodentia,Margaretamys parvus,20
Rodentia,Marmota baibacina,33
Rodentia,Marmota bobak,188
Rodentia,Marmota broweri,202
Rodentia,Marmota caligata,1149
Rodentia,Marmota camtschatica,6
Rodentia,Marmota caudata,75
Rodentia,Marmota flaviventris,2400
Rodentia,Marmota himalayana,84
Rodentia,Marmota kastschenkoi,1
Rodentia,Marmota marmota,464
Rodentia,Marmota menzbieri,4
Rodentia,Marmota monax,3777
Rodentia,Marmota olympus,86
Rodentia,Marmota sibirica,59
Rodentia,Marmota vancouverensis,50
Rodentia,Massoutiera mzabi,58
Rodentia,Mastacomys fuscus,414
Rodentia,Mastomys awashensis,6
Rodentia,Mastomys coucha,1567
Rodentia,Mastomys erythroleucus,3492
Rodentia,Mastomys huberti,588
Rodentia,Mastomys kollmannspergeri,327
Rodentia,Mastomys natalensis,27291
Rodentia,Mastomys pernanus,34
Rodentia,Mastomys shortridgei,34
Rodentia,Maxomys alticola,84
Rodentia,Maxomys baeodon,2
Rodentia,Maxomys bartelsii,415
Rodentia,Maxomys dollmani,22
Rodentia,Maxomys hellwaldii,714
Rodentia,Maxomys hylomyoides,21
Rodentia,Maxomys inas,18
Rodentia,Maxomys inflatus,1
Rodentia,Maxomys moi,64
Rodentia,Maxomys musschenbroekii,516
Rodentia,Maxomys ochraceiventer,71
Rodentia,Maxomys pagensis,49
Rodentia,Maxomys panglima,191
Rodentia,Maxomys rajah,457
Rodentia,Maxomys surifer,2056
Rodentia,Maxomys tajuddinii,1
Rodentia,Maxomys wattsi,14
Rodentia,Maxomys whiteheadi,969
Rodentia,Megacricetodon yei,2
Rodentia,Megadendromus nikolausi,1
Rodentia,Megadontomys cryophilus,451
Rodentia,Megadontomys nelsoni,72
Rodentia,Megadontomys thomasi,495
Rodentia,Megalomys camerhogne,2
Rodentia,Megalomys desmarestii,8
Rodentia,Megaoryzomys curioi,8
Rodentia,Melanomys caliginosus,2152
Rodentia,Melanomys chrysomelas,5
Rodentia,Melanomys robustulus,14
Rodentia,Melanomys zunigae,2
Rodentia,Melasmothrix naso,43
Rodentia,Melomys aerosus,6
Rodentia,Melomys bannisteri,1
Rodentia,Melomys bougainville,5
Rodentia,Melomys burtoni,2196
Rodentia,Melomys capensis,338
Rodentia,Melomys cervinipes,1823
Rodentia,Melomys cooperae,1
Rodentia,Melomys dollmani,5
Rodentia,Melomys fraterculus,2
Rodentia,Melomys fulgens,2
Rodentia,Melomys leucogaster,96
Rodentia,Melomys lutillus,292
Rodentia,Melomys matambuai,2
Rodentia,Melomys paveli,1
Rodentia,Melomys rubicola,48
Rodentia,Melomys rufescens,801
Rodentia,Menetes berdmorei,431
Rodentia,Meriones arimalius,9
Rodentia,Meriones chengi,2
Rodentia,Meriones crassus,1511
Rodentia,Meriones grandis,589
Rodentia,Meriones hurrianae,396
Rodentia,Meriones libycus,2645
Rodentia,Meriones meridianus,910
Rodentia,Meriones persicus,814
Rodentia,Meriones rex,79
Rodentia,Meriones sacramenti,94
Rodentia,Meriones shawi,1193
Rodentia,Meriones tamariscinus,125
Rodentia,Meriones tristrami,610
Rodentia,Meriones unguiculatus,1299
Rodentia,Meriones vinogradovi,238
Rodentia,Meriones zarudnyi,2
Rodentia,Mesembriomys gouldii,227
Rodentia,Mesembriomys macrurus,90
Rodentia,Mesocapromys angelcabrerai,1
Rodentia,Mesocapromys auritus,2
Rodentia,Mesocapromys melanurus,46
Rodentia,Mesocapromys nanus,9
Rodentia,Mesocricetus auratus,546
Rodentia,Mesocricetus brandti,80
Rodentia,Mesocricetus newtoni,100
Rodentia,Mesocricetus raddei,15
Rodentia,Mesomys hispidus,355
Rodentia,Mesomys leniceps,1
Rodentia,Mesomys occultus,5
Rodentia,Mesomys stimulax,52
Rodentia,Micaelamys granti,85
Rodentia,Micaelamys namaquensis,5985
Rodentia,Microakodontomys transitorius,1
Rodentia,Microcavia australis,742
Rodentia,Microcavia niata,34
Rodentia,Microcavia shiptoni,11
Rodentia,Microdillus peeli,21
Rodentia,Microdipodops megacephalus,3440
Rodentia,Microdipodops pallidus,1877
Rodentia,Microhydromys richardsoni,6
Rodentia,Micromys minutus,4692
Rodentia,Microryzomys altissimus,304
Rodentia,Microryzomys minutus,855
Rodentia,Microsciurus alfari,180
Rodentia,Microsciurus flaviventer,279
Rodentia,Microsciurus manarius,1
Rodentia,Microsciurus mimulus,77
Rodentia,Microsciurus santanderensis,8
Rodentia,Microtus abbreviatus,465
Rodentia,Microtus agrestis,24201
Rodentia,Microtus anatolicus,1
Rodentia,Microtus arvalis,13715
Rodentia,Microtus bavaricus,10
Rodentia,Microtus breweri,517
Rodentia,Microtus cabrerae,921
Rodentia,Microtus californicus,12878
Rodentia,Microtus canicaudus,273
Rodentia,Microtus chrotorrhinus,965
Rodentia,Microtus clarkei,16
Rodentia,Microtus daghestanicus,23
Rodentia,Microtus deceitensis,3
Rodentia,Microtus dogramacii,2
Rodentia,Microtus duodecimcostatus,11262
Rodentia,Microtus evoronensis,7
Rodentia,Microtus felteni,8
Rodentia,Microtus fortis,647
Rodentia,Microtus gerbei,1917
Rodentia,Microtus gregalis,971
Rodentia,Microtus guatemalensis,178
Rodentia,Microtus guentheri,280
Rodentia,Microtus ilaeus,52
Rodentia,Microtus irani,137
Rodentia,Microtus kikuchii,184
Rodentia,Microtus lavernedii,11
Rodentia,Microtus levis,719
Rodentia,Microtus liechtensteini,10
Rodentia,Microtus limnophilus,69
Rodentia,Microtus longicaudus,20201
Rodentia,Microtus lusitanicus,3690
Rodentia,Microtus majori,203
Rodentia,Microtus maximowiczii,228
Rodentia,Microtus mexicanus,8988
Rodentia,Microtus middendorffi,75
Rodentia,Microtus miurus,3855
Rodentia,Microtus mongolicus,292
Rodentia,Microtus montanus,12829
Rodentia,Microtus montebelli,1201
Rodentia,Microtus multiplex,665
Rodentia,Microtus oaxacensis,157
Rodentia,Microtus ochrogaster,12824
Rodentia,Microtus oeconomus,35626
Rodentia,Microtus oregoni,3143
Rodentia,Microtus paradoxus,6
Rodentia,Microtus pennsylvanicus,62220
Rodentia,Microtus pinetorum,5491
Rodentia,Microtus qazvinensis,16
Rodentia,Microtus quasiater,815
Rodentia,Microtus richardsoni,1917
Rodentia,Microtus sachalinensis,7
Rodentia,Microtus savii,816
Rodentia,Microtus schelkovnikovi,5
Rodentia,Microtus socialis,540
Rodentia,Microtus subterraneus,5855
Rodentia,Microtus tatricus,37
Rodentia,Microtus thomasi,36
Rodentia,Microtus townsendii,3589
Rodentia,Microtus transcaspicus,17
Rodentia,Microtus umbrosus,100
Rodentia,Microtus xanthognathus,3086
Rodentia,Millardia gleadowi,47
Rodentia,Millardia kathleenae,21
Rodentia,Millardia kondana,14
Rodentia,Millardia meltada,318
Rodentia,Mindomys hammondi,25
Rodentia,Monticolomys koopmani,14
Rodentia,Muriculus imberbis,10
Rodentia,Mus aguti,1
Rodentia,Mus baoulei,206
Rodentia,Mus booduga,355
Rodentia,Mus bufo,571
Rodentia,Mus callewaerti,23
Rodentia,Mus caroli,570
Rodentia,Mus castaneus,23
Rodentia,Mus cervicolor,716
Rodentia,Mus cookii,339
Rodentia,Mus crociduroides,12
Rodentia,Mus cypriacus,1
Rodentia,Mus famulus,71
Rodentia,Mus fernandoni,12
Rodentia,Mus fragilicauda,3
Rodentia,Mus goundae,4
Rodentia,Mus haussa,227
Rodentia,Mus indutus,639
Rodentia,Mus leptosoma,5
Rodentia,Mus macedonicus,130
Rodentia,Mus mahomet,140
Rodentia,Mus mattheyi,105
Rodentia,Mus mayori,37
Rodentia,Mus minutoides,2740
Rodentia,Mus musculoides,4452
Rodentia,Mus musculoides-minutoides,8
Rodentia,Mus musculus,70715
Rodentia,Mus neavei,226
Rodentia,Mus nigrita,2
Rodentia,Mus nitidulus,17
Rodentia,Mus oubanguii,61
Rodentia,Mus pahari,195
Rodentia,Mus phillipsi,33
Rodentia,Mus platythrix,135
Rodentia,Mus saxicola,113
Rodentia,Mus setulosus,1781
Rodentia,Mus setzeri,25
Rodentia,Mus shortridgei,67
Rodentia,Mus sorella,161
Rodentia,Mus spicilegus,267
Rodentia,Mus spretus,16535
Rodentia,Mus tenellus,85
Rodentia,Mus terraereginae,1
Rodentia,Mus terricolor,166
Rodentia,Mus tomentosus,6
Rodentia,Mus triton,2733
Rodentia,Mus vulcani,2
Rodentia,Mus vulpinus,2
Rodentia,Muscardinus avellanarius,1481
Rodentia,Muscardinus dacicus,1
Rodentia,Musseromys anacuao,1
Rodentia,Musseromys beneficus,1
Rodentia,Musseromys inopinatus,1
Rodentia,Mylomys cuninghamei,4
Rodentia,Mylomys dybowskii,823
Rodentia,Myocastor coypus,2886
Rodentia,Myodes andersoni,71
Rodentia,Myodes californicus,3040
Rodentia,Myodes centralis,119
Rodentia,Myodes gapperi,40008
Rodentia,Myodes glareolus,75988
Rodentia,Myodes imaizumii,2
Rodentia,Myodes regulus,228
Rodentia,Myodes rex,64
Rodentia,Myodes rufocanus,10055
Rodentia,Myodes rutilus,35769
Rodentia,Myodes shanseius,40
Rodentia,Myodes smithii,704
Rodentia,Myomimus personatus,11
Rodentia,Myomimus roachi,4
Rodentia,Myomimus setzeri,2
Rodentia,Myomyscus angolensis,56
Rodentia,Myomyscus brockmani,332
Rodentia,Myomyscus verreauxii,356
Rodentia,Myomyscus yemeni,16
Rodentia,Myoprocta acouchy,318
Rodentia,Myoprocta pratti,166
Rodentia,Myopus schisticolor,5013
Rodentia,Myosciurus pumilio,30
Rodentia,Myospalax aspalax,21
Rodentia,Myospalax myospalax,38
Rodentia,Myospalax psilurus,34
Rodentia,Myotomys sloggetti,65
Rodentia,Myotomys unisulcatus,550
Rodentia,Mysateles prehensilis,58
Rodentia,Mystromys albicaudatus,193
Rodentia,Mytonomys gaitania,1
Rodentia,Nannosciurus melanotis,173
Rodentia,Nannospalax galili,6
Rodentia,Nannospalax golani,5
Rodentia,Nannospalax judaei,2
Rodentia,Napaeozapus insignis,6784
Rodentia,Neacomys amoenus,163
Rodentia,Neacomys dubosti,25
Rodentia,Neacomys guianae,857
Rodentia,Neacomys marajoara,8
Rodentia,Neacomys minutus,71
Rodentia,Neacomys musseri,28
Rodentia,Neacomys paracou,177
Rodentia,Neacomys pictus,5
Rodentia,Neacomys rosalindae,5
Rodentia,Neacomys spinosus,760
Rodentia,Neacomys tenuipes,306
Rodentia,Neacomys vargasllosai,15
Rodentia,Neacomys vossi,25
Rodentia,Neacomys xingu,20
Rodentia,Necromys amoenus,165
Rodentia,Necromys benefactus,109
Rodentia,Necromys lactens,115
Rodentia,Necromys lasiurus,2384
Rodentia,Necromys lenguarum,265
Rodentia,Necromys lilloi,5
Rodentia,Necromys obscurus,519
Rodentia,Necromys punctulatus,6
Rodentia,Necromys temchuki,261
Rodentia,Necromys urichi,614
Rodentia,Nectomys apicalis,213
Rodentia,Nectomys grandis,8
Rodentia,Nectomys magdalenae,11
Rodentia,Nectomys palmipes,53
Rodentia,Nectomys rattus,221
Rodentia,Nectomys saturatus,3
Rodentia,Nectomys squamipes,1907
Rodentia,Neimengomys qii,1
Rodentia,Nelsonia goldmani,52
Rodentia,Nelsonia neotomodon,129
Rodentia,Neochoerus dichroplax,6
Rodentia,Neocricetodon magnus,1
Rodentia,Neodon forresti,33
Rodentia,Neodon fuscus,47
Rodentia,Neodon irene,394
Rodentia,Neodon leucurus,173
Rodentia,Neodon linzhiensis,4
Rodentia,Neodon sikimensis,168
Rodentia,Neofiber alleni,876
Rodentia,Neomicroxus bogotensis,87
Rodentia,Neomicroxus latebricola,6
Rodentia,Neotamias ruficaudus,94
